ID_CLIENT_SYNTH,RIB,Nom,Prénom,Solde_MAD,Statut_Compte,SIGNATURE_ID_REF,PATH_GENUINE,PATH_FORGED,ID_Beneficiaires_Payes
585,145465210000022716032833,Mahboub,Mandil,2092.38,Actif,585,backend/app/data/sign_data\585,backend/app/data/sign_data\585_forg,[34]
586,145796370000022839489597,El amri,Arjouane,65479.7,Inactif,586,backend/app/data/sign_data\586,backend/app/data/sign_data\586_forg,[966]
587,145256710000022962946249,Sebti,Oumelghit,64562.21,Actif,587,backend/app/data/sign_data\587,backend/app/data/sign_data\587_forg,"[204, 228, 185]"
588,145984760000023086402992,Soufiane,Abdelghafour,39857.02,Actif,588,backend/app/data/sign_data\588,backend/app/data/sign_data\588_forg,"[370, 803]"
589,145460350000023209859684,Chakir,Ahlam,37178.55,Actif,589,backend/app/data/sign_data\589,backend/app/data/sign_data\589_forg,"[419, 464]"
590,145814140000023333316337,Oussama,Mandil,49358.31,Actif,590,backend/app/data/sign_data\590,backend/app/data/sign_data\590_forg,"[183, 874, 312]"
591,145653480000023456773090,Amri,Rania,45970.05,Actif,591,backend/app/data/sign_data\591,backend/app/data/sign_data\591_forg,"[764, 304]"
592,145815600000023580229777,Benchekroun,Jadia,24468.2,Actif,592,backend/app/data/sign_data\592,backend/app/data/sign_data\592_forg,[25]
593,145880520000023703686455,Touzani,Najem,42505.16,Actif,593,backend/app/data/sign_data\593,backend/app/data/sign_data\593_forg,"[893, 491]"
594,145351960000023827143188,Lazrak,M’barek,26826.31,Actif,594,backend/app/data/sign_data\594,backend/app/data/sign_data\594_forg,"[103, 716]"
595,145681570000023950599898,Rida,Ghenou,15542.09,Actif,595,backend/app/data/sign_data\595,backend/app/data/sign_data\595_forg,"[134, 972, 564]"
596,145320420000024074056543,Fouad,Mahmoud,8129.87,Inactif,596,backend/app/data/sign_data\596,backend/app/data/sign_data\596_forg,"[740, 211, 226, 301]"
597,145248750000024197513252,Benali,Omria,14092.66,Inactif,597,backend/app/data/sign_data\597,backend/app/data/sign_data\597_forg,"[727, 998]"
598,145989170000024320969962,Maroc,Abdelbadie,22167.49,Actif,598,backend/app/data/sign_data\598,backend/app/data/sign_data\598_forg,"[695, 375, 937]"
599,145996670000024444426682,Sbai,Fikria,51153.6,Actif,599,backend/app/data/sign_data\599,backend/app/data/sign_data\599_forg,"[463, 897, 936]"
600,145264020000024567883389,Dahmani,Daoui,25430.83,Actif,600,backend/app/data/sign_data\600,backend/app/data/sign_data\600_forg,[725]
